frame_id,timestamp,screen_x,screen_y,left_yaw,left_pitch,left_eye_center_x,left_eye_center_y,right_yaw,right_pitch,right_eye_center_x,right_eye_center_y,face_confidence,processing_time
130,1760444728.2297108,,,-0.014127325452864175,-0.0031348511576652525,786,343,-0.014127325452864175,-0.0031348511576652525,693,346,0.9993441700935364,0
131,1760444728.372517,,,-0.004375258274376391,-0.03218850791454315,785,343,-0.004375258274376391,-0.03218850791454315,692,346,0.9992395639419556,0
132,1760444728.5137832,,,-0.0019091129302978523,-0.014106464385986329,784,343,-0.0019091129302978523,-0.014106464385986329,691,346,0.9989506006240845,0
133,1760444728.6484525,,,-0.013081884197890758,0.0017652347683906552,783,343,-0.013081884197890758,0.0017652347683906552,690,346,0.9993258714675903,0
134,1760444728.792713,,,-0.00908995713107288,-0.02190384343266487,783,343,-0.00908995713107288,-0.02190384343266487,690,346,0.9993463158607483,0
135,1760444728.931129,,,-0.0407902571838349,-0.020754531770944596,783,343,-0.0407902571838349,-0.020754531770944596,690,346,0.9992794394493103,0
136,1760444729.0734508,,,-0.053890338540077215,0.012423188984394071,783,343,-0.053890338540077215,0.012423188984394071,690,346,0.9993320107460022,0
137,1760444729.2073126,,,-0.07025547660887241,-0.034885173290967936,784,343,-0.07025547660887241,-0.034885173290967936,691,346,0.9990463852882385,0
138,1760444729.3502085,,,-0.0401281226426363,-0.02378080561757088,784,343,-0.0401281226426363,-0.02378080561757088,691,346,0.999250590801239,0
139,1760444729.4866421,,,-0.05016276761889457,-0.009105414152145386,785,343,-0.05016276761889457,-0.009105414152145386,692,346,0.9993834495544434,0
140,1760444729.6244397,,,-0.06796124018728733,-0.06442459225654602,785,343,-0.06796124018728733,-0.06442459225654602,692,346,0.9996938705444336,0
141,1760444729.7751477,,,-0.07395818531513214,-0.22843811213970183,785,343,-0.07395818531513214,-0.22843811213970183,692,346,0.998741090297699,0
142,1760444729.9056222,,,-0.07076704874634743,-0.25928149223327634,782,343,-0.07076704874634743,-0.25928149223327634,690,346,0.9821880459785461,0
143,1760444730.0508175,,,-0.01865360587835312,-0.18361213356256484,772,343,-0.01865360587835312,-0.18361213356256484,679,348,0.7416930794715881,0
144,1760444730.195989,,,0.040872364491224285,-0.17557063996791838,757,340,0.040872364491224285,-0.17557063996791838,661,348,0.7912786602973938,0
145,1760444730.3330498,,,-0.0007875833660364109,-0.08748903274536134,743,331,-0.0007875833660364109,-0.08748903274536134,643,340,0.7694923877716064,0
146,1760444730.4746687,,,-0.016330629400908948,-0.08410574048757553,732,305,-0.016330629400908948,-0.08410574048757553,624,315,0.8453330993652344,0
147,1760444730.6076472,,,0.014712998829782008,-0.07763364911079407,726,286,0.014712998829782008,-0.07763364911079407,614,296,0.850899338722229,0
148,1760444730.7421253,,,-0.03953709676861763,-0.052195428311824804,724,280,-0.03953709676861763,-0.052195428311824804,610,290,0.6255464553833008,0
149,1760444730.8828356,,,-0.03821001648902893,-0.04239140525460243,726,285,-0.03821001648902893,-0.04239140525460243,612,293,0.7117488384246826,0
150,1760444731.025849,,,-0.03074847608804703,-0.014469669014215472,731,290,-0.03074847608804703,-0.014469669014215472,618,297,0.8399918675422668,0
151,1760444731.1673393,,,-0.027814848348498344,-0.005060623586177825,737,292,-0.027814848348498344,-0.005060623586177825,624,299,0.8748973608016968,0
152,1760444731.3093374,,,-0.04375025853514671,-0.0059584841132164,743,296,-0.04375025853514671,-0.0059584841132164,631,301,0.9153904914855957,0
153,1760444731.4510887,,,-0.00020781066268682827,-0.025371712446212766,747,301,-0.00020781066268682827,-0.025371712446212766,636,304,0.9200791120529175,0
154,1760444731.5889797,,,0.010917370533570649,-0.026077607274055482,749,305,0.010917370533570649,-0.026077607274055482,639,309,0.9219103455543518,0
155,1760444731.7321627,,,0.0070235168561339385,-0.03773550242185593,752,309,0.0070235168561339385,-0.03773550242185593,642,313,0.9294886589050293,0
156,1760444731.870594,,,0.01783059095032513,-0.04822177961468697,755,312,0.01783059095032513,-0.04822177961468697,644,315,0.9161193370819092,0
157,1760444732.0126717,,,0.0038477281574159873,-0.049117520451545715,757,314,0.0038477281574159873,-0.049117520451545715,647,317,0.912376344203949,0
158,1760444732.1558874,,,0.008767204592004417,-0.046593099087476726,758,315,0.008767204592004417,-0.046593099087476726,647,319,0.9291027784347534,0
159,1760444732.299551,,,-0.0007866255473345509,-0.07014451175928116,758,316,-0.0007866255473345509,-0.07014451175928116,648,320,0.9379287958145142,0
160,1760444732.4409359,,,-0.033637891849502916,-0.02110845893621445,759,318,-0.033637891849502916,-0.02110845893621445,649,321,0.9556996822357178,0
161,1760444732.5838203,,,-0.06024599336087704,0.006067067384719849,760,318,-0.06024599336087704,0.006067067384719849,650,322,0.9457969665527344,0
162,1760444732.7156394,,,-0.06610827893018723,0.003315788507461548,764,318,-0.06610827893018723,0.003315788507461548,654,321,0.9479584097862244,0
163,1760444732.8555157,,,-0.03964866735041142,0.005527709424495696,766,317,-0.03964866735041142,0.005527709424495696,656,321,0.9459648132324219,0
164,1760444732.993234,,,-0.05387953855097294,-0.023056159168481825,767,317,-0.05387953855097294,-0.023056159168481825,657,320,0.9521385431289673,0
165,1760444733.1305773,,,-0.05077080763876438,-0.028105258196592334,767,316,-0.05077080763876438,-0.028105258196592334,657,320,0.9465044736862183,0
166,1760444733.2731743,,,-0.022856627963483332,-0.06540932506322861,766,316,-0.022856627963483332,-0.06540932506322861,656,320,0.9369489550590515,0
167,1760444733.4142156,,,-0.009220953891053797,-0.07163607776165008,764,316,-0.009220953891053797,-0.07163607776165008,654,320,0.9466298818588257,0
168,1760444733.559622,,,-0.012930156150832772,-0.05670192986726761,764,317,-0.012930156150832772,-0.05670192986726761,653,321,0.9475444555282593,0
169,1760444733.703303,,,-0.0313875500112772,-0.03807513043284416,764,317,-0.0313875500112772,-0.03807513043284416,653,321,0.9509297609329224,0
170,1760444733.853168,,,-0.035832183063030244,-0.056076780706644055,764,318,-0.035832183063030244,-0.056076780706644055,653,321,0.9425550699234009,0
171,1760444733.987178,,,-0.026186134293675424,-0.04914142787456512,764,318,-0.026186134293675424,-0.04914142787456512,653,321,0.9423922896385193,0
172,1760444734.1342318,,,-0.025475121662020685,-0.05103643089532852,763,318,-0.025475121662020685,-0.05103643089532852,653,321,0.9459928870201111,0
173,1760444734.2734058,,,0.04272900782525539,-0.12185887396335601,763,318,0.04272900782525539,-0.12185887396335601,652,321,0.9448756575584412,0
174,1760444734.4166174,,,0.06446485929191112,-0.12944603636860846,763,318,0.06446485929191112,-0.12944603636860846,652,321,0.94953453540802,0
175,1760444734.5576797,,,0.0354767793789506,-0.15348615571856497,760,316,0.0354767793789506,-0.15348615571856497,649,319,0.9558895826339722,0
176,1760444734.7071118,,,-0.038625406660139555,-0.03980402797460557,759,315,-0.038625406660139555,-0.03980402797460557,648,319,0.7965494990348816,0
177,1760444734.841091,,,-0.04139341525733471,0.03439150154590606,760,311,-0.04139341525733471,0.03439150154590606,649,315,0.9363428950309753,0
178,1760444734.985124,,,-0.009440008457750082,0.041179056465625766,758,299,-0.009440008457750082,0.041179056465625766,649,304,0.9423742890357971,0
179,1760444735.1312299,,,0.007321268040686845,0.04453568905591965,755,288,0.007321268040686845,0.04453568905591965,648,294,0.9731413722038269,0
180,1760444735.2727659,,,0.03974733166396618,0.053498837351799014,751,281,0.03974733166396618,0.053498837351799014,646,288,0.9777616262435913,0
181,1760444735.4029841,,,0.02131511326879263,0.038967305421829225,749,277,0.02131511326879263,0.038967305421829225,645,284,0.9692314267158508,0
182,1760444735.5444045,,,-0.015471301041543484,0.050307825207710266,749,275,-0.015471301041543484,0.050307825207710266,646,283,0.9687764048576355,0
183,1760444735.6784537,,,-0.014500390365719797,0.04634896218776703,749,275,-0.014500390365719797,0.04634896218776703,646,282,0.9739838242530823,0
184,1760444735.8108451,,,-0.006995175080373883,0.051584947109222415,749,275,-0.006995175080373883,0.051584947109222415,646,282,0.964477002620697,0
185,1760444735.9438791,,,0.0032159460708498944,0.05527657866477966,749,276,0.0032159460708498944,0.05527657866477966,646,282,0.9642710089683533,0
186,1760444736.0892088,,,-0.027095518400892613,0.014602504670619968,749,276,-0.027095518400892613,0.014602504670619968,646,282,0.9434192776679993,0
187,1760444736.231231,,,-0.03847417235374451,0.0034008413553237907,749,276,-0.03847417235374451,0.0034008413553237907,646,283,0.9023245573043823,0
188,1760444736.3696406,,,-0.05452013909816742,-0.05410746559500694,751,278,-0.05452013909816742,-0.05410746559500694,648,284,0.8766897916793823,0
189,1760444736.4982934,,,-0.09649977199733258,-0.07407889366149903,752,282,-0.09649977199733258,-0.07407889366149903,649,288,0.8414464592933655,0
190,1760444736.6497958,,,-0.09513739645481109,-0.04478694275021553,760,296,-0.09513739645481109,-0.04478694275021553,655,300,0.8399887084960938,0
191,1760444736.7794476,,,-0.08217851147055627,-0.03268834203481674,769,309,-0.08217851147055627,-0.03268834203481674,663,312,0.8910313248634338,0
192,1760444736.930483,,,-0.09605736583471298,-0.04619965404272079,778,318,-0.09605736583471298,-0.04619965404272079,670,319,0.857205867767334,0
193,1760444737.0760653,,,-0.05435554124414921,-0.03450961112976074,785,322,-0.05435554124414921,-0.03450961112976074,678,322,0.8453541398048401,0
194,1760444737.208283,,,-0.073727510496974,-0.0277850478887558,786,321,-0.073727510496974,-0.0277850478887558,679,321,0.8924539089202881,0
195,1760444737.3533933,,,-0.0840833157300949,-0.02643991708755493,783,317,-0.0840833157300949,-0.02643991708755493,677,317,0.8325356841087341,0
196,1760444737.48097,,,-0.06181310079991817,-0.04427022635936737,781,313,-0.06181310079991817,-0.04427022635936737,676,314,0.8800559639930725,0
197,1760444737.626545,,,-0.050697141140699384,-0.03109230250120163,783,310,-0.050697141140699384,-0.03109230250120163,678,311,0.9227463006973267,0
198,1760444737.7713146,,,-0.06734046302735805,-0.02470196187496185,788,308,-0.06734046302735805,-0.02470196187496185,682,308,0.8742390871047974,0
199,1760444737.8998804,,,-0.067439004778862,0.012704561650753017,794,304,-0.067439004778862,0.012704561650753017,688,304,0.8708387613296509,0
200,1760444738.0482244,,,-0.06480172574520111,0.03477107435464859,801,301,-0.06480172574520111,0.03477107435464859,694,302,0.8440129160881042,0
201,1760444738.1698806,,,-0.06529481559991837,0.032103347778320315,809,298,-0.06529481559991837,0.032103347778320315,701,300,0.8577935099601746,0
202,1760444738.3150942,,,-0.07889681458473205,0.02934178113937378,815,299,-0.07889681458473205,0.02934178113937378,708,300,0.8654671907424927,0
203,1760444738.460068,,,-0.07080942392349243,0.014930158853530884,817,301,-0.07080942392349243,0.014930158853530884,711,301,0.8732231855392456,0
204,1760444738.6038358,,,-0.06894616708159447,-0.012648330628871916,817,303,-0.06894616708159447,-0.012648330628871916,711,302,0.8833130598068237,0
205,1760444738.7438216,,,-0.07146852612495423,-0.010692544281482697,816,305,-0.07146852612495423,-0.010692544281482697,709,304,0.8537667393684387,0
206,1760444738.8708842,,,-0.08182102665305138,-0.01616469770669937,815,305,-0.08182102665305138,-0.01616469770669937,709,304,0.8510393500328064,0
207,1760444739.0165942,,,-0.08611588925123215,-0.020562514662742615,815,306,-0.08611588925123215,-0.020562514662742615,709,305,0.8510393500328064,0
208,1760444739.1458857,,,-0.07230123728513718,-0.04895659536123276,815,307,-0.07230123728513718,-0.04895659536123276,709,306,0.8370546102523804,0
209,1760444739.3048234,,,-0.07467209920287132,-0.06386777907609939,816,307,-0.07467209920287132,-0.06386777907609939,709,307,0.840681791305542,0
210,1760444739.4350586,,,-0.13625004142522812,-0.07720293402671814,817,307,-0.13625004142522812,-0.07720293402671814,710,307,0.868817925453186,0
211,1760444739.5846436,,,-0.1537504628300667,-0.07668465822935105,820,305,-0.1537504628300667,-0.07668465822935105,713,309,0.8565887808799744,0
212,1760444739.7180805,,,-0.1550067812204361,-0.08776143342256545,822,305,-0.1550067812204361,-0.08776143342256545,717,311,0.8633127808570862,0
213,1760444739.852615,,,-0.12035529986023902,-0.09793363660573959,823,304,-0.12035529986023902,-0.09793363660573959,719,313,0.8606162071228027,0
214,1760444740.000367,,,-0.10345328301191328,-0.09017745032906532,824,305,-0.10345328301191328,-0.09017745032906532,719,314,0.854023277759552,0
215,1760444740.145013,,,-0.12311714515089989,-0.0796168327331543,823,305,-0.12311714515089989,-0.0796168327331543,719,314,0.8477018475532532,0
216,1760444740.2921824,,,-0.11856134682893754,-0.06736343279480934,823,306,-0.11856134682893754,-0.06736343279480934,718,314,0.8414437174797058,0
217,1760444740.6847749,,,-0.1143762305378914,-0.05938003212213516,822,306,-0.1143762305378914,-0.05938003212213516,718,314,0.8181119561195374,0
218,1760444741.0233464,,,-0.10833910927176475,-0.07151308730244636,822,306,-0.10833910927176475,-0.07151308730244636,718,314,0.8119695782661438,0
219,1760444741.165695,,,-0.06634547300636769,-0.07420792356133461,821,306,-0.06634547300636769,-0.07420792356133461,717,314,0.8238911628723145,0
220,1760444741.3182952,,,-0.05066756866872311,-0.07610998004674911,821,306,-0.05066756866872311,-0.07610998004674911,717,313,0.8394888043403625,0
221,1760444741.466734,,,-0.07405730560421944,-0.0750590093433857,820,306,-0.07405730560421944,-0.0750590093433857,715,312,0.8273990154266357,0
222,1760444741.6047153,,,-0.06745608411729336,-0.002818361669778828,820,306,-0.06745608411729336,-0.002818361669778828,714,312,0.8873344659805298,0
223,1760444741.7534554,,,-0.08655308373272419,0.04604782313108444,819,307,-0.08655308373272419,0.04604782313108444,714,312,0.8597369194030762,0
224,1760444741.8970788,,,-0.09310612902045251,0.04199276864528656,821,306,-0.09310612902045251,0.04199276864528656,716,310,0.8481522798538208,0
225,1760444742.0416694,,,-0.07911168932914733,0.04016350209712982,823,306,-0.07911168932914733,0.04016350209712982,718,309,0.8662537336349487,0
226,1760444742.180843,,,-0.0927616074681282,0.04337686449289322,825,306,-0.0927616074681282,0.04337686449289322,720,309,0.8122974634170532,0
227,1760444742.325457,,,-0.09299146607518197,0.044086693227291106,827,306,-0.09299146607518197,0.044086693227291106,721,309,0.8200904130935669,0
228,1760444742.4670608,,,-0.09175289124250412,0.040356898307800294,828,307,-0.09175289124250412,0.040356898307800294,723,309,0.8054705262184143,0
229,1760444742.6092818,,,-0.0885693646967411,0.020568153262138365,830,307,-0.0885693646967411,0.020568153262138365,725,309,0.86631178855896,0
230,1760444742.754485,,,-0.08310392275452613,0.027130058407783507,830,307,-0.08310392275452613,0.027130058407783507,725,310,0.8773189783096313,0
231,1760444742.888101,,,-0.09677996262907981,0.04037895947694778,832,307,-0.09677996262907981,0.04037895947694778,727,310,0.8898894786834717,0
232,1760444743.0285745,,,-0.10524949133396148,0.03164294511079788,833,306,-0.10524949133396148,0.03164294511079788,727,311,0.8728603720664978,0
233,1760444743.1665277,,,-0.09322778582572938,0.0391426682472229,834,307,-0.09322778582572938,0.0391426682472229,728,311,0.8563711643218994,0
234,1760444743.3091998,,,-0.10044128745794297,0.04698304980993271,835,308,-0.10044128745794297,0.04698304980993271,728,311,0.8477380871772766,0
235,1760444743.4502034,,,-0.08774429559707642,0.04271554797887802,836,309,-0.08774429559707642,0.04271554797887802,729,312,0.8438904881477356,0
236,1760444743.5931869,,,-0.08401678279042243,0.036679725348949435,836,310,-0.08401678279042243,0.036679725348949435,729,312,0.8655622601509094,0
237,1760444743.7385888,,,-0.09971851482987404,0.03962516188621521,836,310,-0.09971851482987404,0.03962516188621521,730,312,0.8581859469413757,0
238,1760444743.8707976,,,-0.12067318335175514,0.04972614794969559,836,310,-0.12067318335175514,0.04972614794969559,730,312,0.8462410569190979,0
239,1760444744.011407,,,-0.08316797986626626,0.03542328178882599,835,309,-0.08316797986626626,0.03542328178882599,729,311,0.8551226854324341,0
240,1760444744.1527605,,,-0.07912420630455017,0.03416234850883484,835,309,-0.07912420630455017,0.03416234850883484,729,311,0.8503727316856384,0
241,1760444744.2989879,,,-0.09787424802780151,0.03972195237874985,835,309,-0.09787424802780151,0.03972195237874985,729,311,0.8554102778434753,0
242,1760444744.437703,,,-0.09456127509474754,0.037049411237239836,836,309,-0.09456127509474754,0.037049411237239836,730,311,0.8668479323387146,0
243,1760444744.5884733,,,-0.10373576879501342,0.04285426735877991,836,310,-0.10373576879501342,0.04285426735877991,730,311,0.8795484304428101,0
244,1760444744.7210956,,,-0.10920373275876044,0.041518440842628485,836,310,-0.10920373275876044,0.041518440842628485,730,311,0.8726425170898438,0
245,1760444744.8673918,,,-0.12102622911334038,0.03348374515771866,836,310,-0.12102622911334038,0.03348374515771866,730,311,0.8685511946678162,0
246,1760444745.0039136,,,-0.09123796001076698,0.03539462387561798,837,310,-0.09123796001076698,0.03539462387561798,731,311,0.8799193501472473,0
247,1760444745.1464045,,,-0.0830963596701622,0.042164351046085354,838,310,-0.0830963596701622,0.042164351046085354,732,311,0.8622837662696838,0
248,1760444745.279097,,,-0.08326276540756225,0.036852651834487916,838,310,-0.08326276540756225,0.036852651834487916,732,311,0.8565255999565125,0
249,1760444745.4316108,,,-0.0851200670003891,0.03417665958404541,839,310,-0.0851200670003891,0.03417665958404541,733,311,0.8562754988670349,0
250,1760444745.5660975,,,-0.0961749479174614,0.03802739530801773,839,310,-0.0961749479174614,0.03802739530801773,733,311,0.860442042350769,0
251,1760444745.7089484,,,-0.1051787368953228,0.04066667705774307,839,310,-0.1051787368953228,0.04066667705774307,733,311,0.8458395004272461,0
252,1760444745.8522618,,,-0.1122952751815319,0.04645537585020065,840,310,-0.1122952751815319,0.04645537585020065,734,311,0.8668572306632996,0
253,1760444745.9941528,,,-0.11465170085430146,0.030098900198936462,840,311,-0.11465170085430146,0.030098900198936462,734,311,0.8567113876342773,0
254,1760444746.1472213,,,-0.14204970523715021,0.03639328628778457,840,310,-0.14204970523715021,0.03639328628778457,734,311,0.8452709317207336,0
255,1760444746.2797673,,,-0.138869509100914,0.04263094663619995,840,310,-0.138869509100914,0.04263094663619995,734,311,0.8647040128707886,0
256,1760444746.4222434,,,-0.11122213229537009,0.04139414429664612,840,310,-0.11122213229537009,0.04139414429664612,734,311,0.8735742568969727,0
257,1760444746.568989,,,-0.09459247887134553,0.038690784573554994,840,310,-0.09459247887134553,0.038690784573554994,734,311,0.8582518100738525,0
258,1760444746.7117648,,,-0.09716462045907974,0.03653472363948822,840,310,-0.09716462045907974,0.03653472363948822,734,311,0.8816562294960022,0
259,1760444746.8563333,,,-0.11189202219247818,0.041410064697265624,841,310,-0.11189202219247818,0.041410064697265624,734,311,0.8460808992385864,0
260,1760444746.9978838,,,-0.1265089340507984,0.052192984521389006,841,310,-0.1265089340507984,0.052192984521389006,734,311,0.8435216546058655,0
261,1760444747.1463318,,,-0.09554123431444168,0.042533975839614865,841,310,-0.09554123431444168,0.042533975839614865,734,311,0.8728306889533997,0
262,1760444747.2962613,,,-0.10538888648152352,0.03034871965646744,841,310,-0.10538888648152352,0.03034871965646744,734,311,0.8555493354797363,0
263,1760444747.433098,,,-0.11826997697353363,0.033260926604270935,841,310,-0.11826997697353363,0.033260926604270935,734,311,0.8541334867477417,0
264,1760444747.578441,,,-0.11635415107011796,0.04351823627948761,840,311,-0.11635415107011796,0.04351823627948761,734,311,0.8632663488388062,0
265,1760444747.7191944,,,-0.07428426705300809,0.025935472548007966,840,311,-0.07428426705300809,0.025935472548007966,734,311,0.8453055620193481,0
266,1760444747.8674543,,,-0.07099840901792048,0.02746823877096176,840,311,-0.07099840901792048,0.02746823877096176,734,311,0.8646702766418457,0
267,1760444748.004898,,,-0.08241420537233353,0.05479037165641784,838,311,-0.08241420537233353,0.05479037165641784,732,311,0.8855544924736023,0
268,1760444748.155529,,,-0.07508131414651871,0.041269424557685855,836,311,-0.07508131414651871,0.041269424557685855,730,311,0.8802872896194458,0
269,1760444748.301474,,,-0.07512454688549042,0.029101479053497314,835,310,-0.07512454688549042,0.029101479053497314,728,311,0.874090850353241,0
270,1760444748.4419124,,,-0.0970752403140068,0.0451102763414383,834,310,-0.0970752403140068,0.0451102763414383,727,311,0.8891444206237793,0
271,1760444748.5830317,,,-0.0861147552728653,0.041764001548290255,834,310,-0.0861147552728653,0.041764001548290255,727,311,0.8904521465301514,0
272,1760444748.7244325,,,-0.08067835122346878,0.0423111692070961,833,310,-0.08067835122346878,0.0423111692070961,726,311,0.9011926054954529,0
273,1760444748.859222,,,-0.08538758605718613,0.036950206756591795,832,310,-0.08538758605718613,0.036950206756591795,726,311,0.8893323540687561,0
274,1760444749.0109923,,,-0.0860466405749321,0.032373365759849546,832,310,-0.0860466405749321,0.032373365759849546,725,310,0.8674958944320679,0
275,1760444749.1503303,,,-0.09363610297441483,0.04133849143981934,831,309,-0.09363610297441483,0.04133849143981934,725,310,0.8622812032699585,0
276,1760444749.2973294,,,-0.10752701312303542,0.04011681973934174,830,309,-0.10752701312303542,0.04011681973934174,724,310,0.8392420411109924,0
277,1760444749.4288907,,,-0.09395963698625565,0.04014590829610824,829,308,-0.09395963698625565,0.04014590829610824,723,309,0.8280460834503174,0
278,1760444749.5753095,,,-0.0811265952885151,0.048204405605793005,828,308,-0.0811265952885151,0.048204405605793005,721,309,0.8141171932220459,0
279,1760444749.717077,,,-0.10333789214491844,0.042773781716823576,827,308,-0.10333789214491844,0.042773781716823576,720,309,0.8050025701522827,0
280,1760444749.858848,,,-0.08975501731038094,0.034229718148708344,827,308,-0.08975501731038094,0.034229718148708344,720,309,0.8031555414199829,0
281,1760444750.0109098,,,-0.0772636093199253,0.02549283802509308,826,308,-0.0772636093199253,0.02549283802509308,720,309,0.7927546501159668,0
282,1760444750.1540349,,,-0.0863617777824402,0.038423390686511995,826,308,-0.0863617777824402,0.038423390686511995,720,309,0.8092725276947021,0
283,1760444750.3042104,,,-0.1040758617222309,0.04144867956638336,825,308,-0.1040758617222309,0.04144867956638336,719,309,0.7905324697494507,0
284,1760444750.4583387,,,-0.07898407056927681,0.04904393553733826,825,309,-0.07898407056927681,0.04904393553733826,719,309,0.8056380748748779,0
285,1760444750.6100125,,,-0.08845789581537246,0.04102059006690979,825,309,-0.08845789581537246,0.04102059006690979,719,310,0.7951924204826355,0
286,1760444750.7627182,,,-0.11456320136785508,0.036236295104026796,825,309,-0.11456320136785508,0.036236295104026796,719,310,0.802974283695221,0
287,1760444750.910998,,,-0.07949473075568676,0.04353238195180893,825,309,-0.07949473075568676,0.04353238195180893,719,310,0.7865186333656311,0
